@relation final_property_listings_WEKA-weka.filters.unsupervised.attribute.Remove-R1

@attribute Location {klcc,'damansara heights',dutamas,'bukit jalil','taman tun dr ismail','sri petaling','bukit tunku (kenny hills)','mont kiara','desa parkcity','bangsar south','ampang hilir',kepong,'jalan klang lama (old klang road)','sungai besi','kl city','kl sentral','taman melawati',setapak,'city centre','country heights damansara','taman desa',sentul,bangsar,segambut,'wangsa maju','batu caves',ampang,'sri hartamas',cheras,setiawangsa,oug,'bukit bintang','jalan sultan ismail','jalan kuching','bandar menjalara',seputeh,'sunway spk','kl eco city',pantai,'kuchai lama','jalan ipoh',brickfields,'desa pandan','desa petaling','pandan perdana','bandar damai perdana',keramat,'salak selatan',titiwangsa}
@attribute Price numeric
@attribute 'Rooms Num' numeric
@attribute Bathrooms numeric
@attribute 'Main Property Type' {'Serviced Residence',Bungalow,Condominium,'Semi-detached House','Terrace/Link House',Apartment,Townhouse,Flat,'Residential Land','Cluster House'}
@attribute 'Size Type' {Built-up,'Land area'}
@attribute 'Size Num' numeric
@attribute Furnishing {'Fully Furnished','Partly Furnished',Unfurnished,Unknown}

@data
'country heights damansara',1130000,2,2,'Serviced Residence','Land area',1426,'Partly Furnished'
'country heights damansara',698000,3,2,'Serviced Residence','Land area',915,'Partly Furnished'
bangsar,2300000,4,3,'Terrace/Link House','Land area',1870,Unknown
'bukit bintang',570000,1,1,'Terrace/Link House',Built-up,700,'Fully Furnished'
'bukit jalil',900000,5,3,Condominium,Built-up,1513,'Partly Furnished'
'city centre',510000,1,1,Condominium,Built-up,680,'Fully Furnished'
'city centre',650000,3,2,Condominium,Built-up,1188,'Fully Furnished'
'city centre',570000,1,1,Condominium,Built-up,700,'Fully Furnished'
keramat,1700000,4,3,'Terrace/Link House','Land area',3300,Unfurnished
'mont kiara',1250000,3,2,Condominium,Built-up,1200,'Partly Furnished'
'mont kiara',1400000,4,4,Condominium,Built-up,1500,'Partly Furnished'
'mont kiara',2700000,5,4,Condominium,Built-up,3043,Unfurnished
'mont kiara',1190000,4,3,Condominium,Built-up,1650,'Fully Furnished'
'mont kiara',648000,3,2,Condominium,Built-up,1049,'Fully Furnished'
cheras,320000,3,2,Condominium,Built-up,960,Unfurnished
cheras,360000,3,2,Apartment,Built-up,907,'Partly Furnished'
'bukit bintang',335000,3,2,Apartment,Built-up,980,'Partly Furnished'
'kl city',405000,3,2,Condominium,Built-up,1065,'Partly Furnished'
cheras,325000,1,1,'Serviced Residence',Built-up,610,'Fully Furnished'
'taman tun dr ismail',4500000,6,4,Bungalow,'Land area',6200,'Partly Furnished'
cheras,430000,3,2,'Terrace/Link House',Built-up,825,Unfurnished
'bandar damai perdana',430000,3,2,'Terrace/Link House',Built-up,825,Unfurnished
cheras,740000,5,3,'Terrace/Link House','Land area',1650,'Fully Furnished'
cheras,450000,3,2,Condominium,Built-up,1018,Unfurnished
dutamas,1100000,4,2,Condominium,Built-up,1799,'Fully Furnished'
cheras,480000,3,2,Condominium,Built-up,1018,Unfurnished
cheras,540000,3,2,Condominium,Built-up,1050,'Fully Furnished'
cheras,480000,4,2,Condominium,Built-up,1163,'Partly Furnished'
cheras,520000,3,2,Condominium,Built-up,1050,'Partly Furnished'
cheras,450000,2,2,Condominium,Built-up,825,Unfurnished
'bukit jalil',400000,3,2,Apartment,Built-up,1098,'Fully Furnished'
'city centre',1390000,2,2,Condominium,Built-up,1464,'Fully Furnished'
'city centre',1300000,2,2,Condominium,Built-up,1464,'Fully Furnished'
'city centre',1200000,2,2,Condominium,Built-up,1464,'Fully Furnished'
'jalan klang lama (old klang road)',328000,2,1,Condominium,Built-up,745,'Fully Furnished'
cheras,530000,4,2,Condominium,Built-up,1364,'Partly Furnished'
cheras,500000,4,2,Condominium,Built-up,1142,'Partly Furnished'
'mont kiara',900000,4,3,Condominium,Built-up,2036,'Partly Furnished'
'mont kiara',1140000,3,3,Condominium,Built-up,2100,'Fully Furnished'
'mont kiara',850000,4,3,'Serviced Residence',Built-up,1428,'Fully Furnished'
'sri hartamas',2100000,4,5,Condominium,Built-up,2573,'Fully Furnished'
segambut,890000,4,3,Condominium,Built-up,1300,Unfurnished
'mont kiara',1070000,4,3,Condominium,Built-up,1973,'Fully Furnished'
'mont kiara',2700000,5,5,Condominium,Built-up,2756,'Fully Furnished'
'mont kiara',1090000,3,3,Condominium,Built-up,2100,'Partly Furnished'
'bandar menjalara',378000,4,2,'Serviced Residence',Built-up,918,'Fully Furnished'
keramat,1400000,3,2,Condominium,Built-up,2000,'Fully Furnished'
'jalan kuching',670000,3,2,Condominium,Built-up,1009,'Partly Furnished'
'jalan kuching',590000,3,2,Condominium,Built-up,1009,'Partly Furnished'
setapak,340000,1,1,'Serviced Residence',Built-up,618,'Fully Furnished'
'jalan kuching',600000,3,2,Condominium,Built-up,1068,'Partly Furnished'
'sri petaling',385000,3,2,Condominium,Built-up,935,'Partly Furnished'
setapak,740000,3,2,'Serviced Residence',Built-up,1238,'Fully Furnished'
'kl eco city',950000,2,1,Condominium,Built-up,780,'Fully Furnished'
klcc,1600000,1,1,'Serviced Residence',Built-up,923,'Fully Furnished'
klcc,1500000,3,2,'Serviced Residence',Built-up,1022,'Fully Furnished'
sentul,318000,2,1,'Serviced Residence',Built-up,650,Unknown
sentul,638000,4,2,Condominium,Built-up,1345,'Partly Furnished'
kepong,588000,3,2,Condominium,Built-up,1300,Unknown
klcc,790000,1,1,'Serviced Residence',Built-up,795,'Partly Furnished'
klcc,1550000,3,3,'Serviced Residence',Built-up,1281,'Fully Furnished'
'mont kiara',2350000,4,4,Condominium,Built-up,2707,'Partly Furnished'
'mont kiara',650000,1,1,'Serviced Residence',Built-up,672,'Fully Furnished'
klcc,2300000,2,2,'Serviced Residence',Built-up,1087,'Partly Furnished'
'mont kiara',685000,1,1,'Serviced Residence',Built-up,635,'Fully Furnished'
klcc,1780000,4,3,Condominium,Built-up,2278,'Partly Furnished'
bangsar,3500000,4,3,'Semi-detached House','Land area',3500,'Partly Furnished'
bangsar,2800000,4,3,'Semi-detached House','Land area',2822,Unfurnished
klcc,3919800,3,3,'Serviced Residence',Built-up,1668,'Fully Furnished'
klcc,5600000,4,3,'Serviced Residence',Built-up,2195,'Partly Furnished'
'bukit jalil',440000,4,2,Condominium,Built-up,1465,Unfurnished
'jalan klang lama (old klang road)',1380000,5,4,Condominium,Built-up,2638,Unfurnished
'bukit bintang',1030000,3,3,'Serviced Residence',Built-up,1066,'Fully Furnished'
setapak,880000,4,4,Condominium,Built-up,1433,'Partly Furnished'
klcc,660000,1,1,'Serviced Residence',Built-up,453,'Fully Furnished'
klcc,580000,1,1,'Serviced Residence',Built-up,411,'Fully Furnished'
klcc,668000,1,1,'Serviced Residence',Built-up,453,'Fully Furnished'
cheras,440000,3,2,Condominium,Built-up,966,'Partly Furnished'
setapak,380000,3,2,Condominium,Built-up,1169,'Partly Furnished'
dutamas,800000,4,3,Condominium,Built-up,1730,'Fully Furnished'
'sungai besi',520000,3,2,Condominium,Built-up,1182,'Partly Furnished'
cheras,688000,4,3,'Terrace/Link House','Land area',1540,'Partly Furnished'
segambut,208000,3,2,Apartment,Built-up,855,Unknown
klcc,960000,1,1,'Serviced Residence',Built-up,603,'Fully Furnished'
klcc,2150000,5,4,'Serviced Residence',Built-up,1550,'Fully Furnished'
klcc,2000000,4,4,Condominium,Built-up,2680,'Fully Furnished'
klcc,884500,2,1,'Serviced Residence',Built-up,610,'Fully Furnished'
klcc,2680000,4,5,Condominium,Built-up,3335,'Fully Furnished'
klcc,930000,1,1,Condominium,Built-up,753,'Fully Furnished'
setapak,308000,3,2,Apartment,Built-up,1056,Unfurnished
'bukit jalil',1300000,6,5,'Terrace/Link House','Land area',1870,'Partly Furnished'
setapak,488000,2,2,'Serviced Residence',Built-up,900,Unknown
'damansara heights',5200000,5,5,Bungalow,'Land area',8150,'Partly Furnished'
'bukit bintang',560000,1,1,'Serviced Residence',Built-up,550,'Fully Furnished'
klcc,1100000,3,2,'Serviced Residence',Built-up,1250,'Fully Furnished'
'mont kiara',648000,3,2,Condominium,Built-up,1015,'Partly Furnished'
'ampang hilir',1120000,4,3,Condominium,Built-up,1818,'Fully Furnished'
titiwangsa,650000,3,2,'Serviced Residence',Built-up,1100,'Fully Furnished'
cheras,388000,3,2,Condominium,Built-up,965,Unfurnished
cheras,280000,2,2,Condominium,Built-up,958,'Fully Furnished'
'mont kiara',2700000,7,6,Condominium,Built-up,4530,'Partly Furnished'
'taman tun dr ismail',8000000,6,8,Bungalow,'Land area',8000,'Partly Furnished'
bangsar,2750000,5,3,'Semi-detached House','Land area',4000,'Fully Furnished'
'sri hartamas',1530000,4,3,'Terrace/Link House','Land area',1650,'Partly Furnished'
'mont kiara',1050000,4,4,Condominium,Built-up,1636,'Fully Furnished'
'mont kiara',820000,3,2,Condominium,Built-up,1248,'Fully Furnished'
kepong,330000,3,2,Apartment,Built-up,825,Unfurnished
'taman tun dr ismail',850000,3,3,Townhouse,Built-up,1334,'Partly Furnished'
'bangsar south',758000,2,1,'Serviced Residence','Land area',861,'Fully Furnished'
'mont kiara',1450000,4,5,Condominium,Built-up,3200,'Partly Furnished'
kepong,485000,3,2,'Serviced Residence',Built-up,1023,Unknown
'bandar menjalara',319999,3,2,'Serviced Residence',Built-up,803,Unfurnished
'bandar menjalara',420000,3,2,Condominium,Built-up,982,Unknown
'bandar menjalara',435000,3,2,Condominium,Built-up,1076,Unknown
'bandar menjalara',430000,3,2,Condominium,Built-up,1076,Unknown
'bandar menjalara',340000,3,2,'Serviced Residence',Built-up,819,'Partly Furnished'
kepong,450000,3,2,Condominium,Built-up,980,'Partly Furnished'
segambut,355000,3,2,Apartment,Built-up,1049,'Partly Furnished'
segambut,368000,3,2,Apartment,Built-up,1160,'Partly Furnished'
kepong,360000,3,2,Condominium,Built-up,973,'Partly Furnished'
kepong,300000,3,2,Apartment,Built-up,1010,Unfurnished
'bandar menjalara',326000,3,2,'Serviced Residence',Built-up,808,'Partly Furnished'
'bandar menjalara',378000,3,2,Condominium,Built-up,982,'Partly Furnished'
kepong,335000,3,2,Condominium,Built-up,808,'Partly Furnished'
segambut,335000,3,2,Apartment,Built-up,1100,'Partly Furnished'
kepong,350000,3,2,Apartment,Built-up,1001,Unknown
kepong,530000,3,2,Condominium,Built-up,1074,'Partly Furnished'
kepong,626000,3,2,'Terrace/Link House','Land area',1300,'Partly Furnished'
kepong,820000,4,3,'Terrace/Link House','Land area',1760,'Partly Furnished'
bangsar,1385000,5,2,Townhouse,Built-up,2217,Unfurnished
bangsar,1150000,3,2,Condominium,Built-up,1500,Unknown
bangsar,3600000,5,6,Condominium,Built-up,3600,'Partly Furnished'
'sri petaling',360000,3,2,Condominium,Built-up,1141,'Fully Furnished'
'mont kiara',790000,3,2,Condominium,Built-up,1200,'Partly Furnished'
'jalan klang lama (old klang road)',600000,2,2,'Serviced Residence',Built-up,785,Unfurnished
'taman melawati',610000,3,2,'Serviced Residence',Built-up,1253,'Partly Furnished'
cheras,580000,3,2,Condominium,Built-up,1394,'Partly Furnished'
'sri petaling',430000,3,2,Condominium,Built-up,1200,'Fully Furnished'
'bukit jalil',750000,4,3,Condominium,Built-up,1293,Unknown
'bukit jalil',640000,3,2,Condominium,Built-up,1212,'Partly Furnished'
'bukit jalil',520000,3,2,Condominium,Built-up,1260,'Fully Furnished'
'bukit jalil',850000,4,3,Condominium,Built-up,1415,'Fully Furnished'
'bukit jalil',700000,3,2,Condominium,Built-up,1300,'Fully Furnished'
'bukit jalil',700000,3,2,Condominium,Built-up,1300,'Fully Furnished'
'bukit jalil',750000,5,3,Condominium,Built-up,2303,'Fully Furnished'
'bukit jalil',600000,4,3,Condominium,Built-up,1457,'Fully Furnished'
'bukit jalil',500000,3,2,Condominium,Built-up,1224,'Fully Furnished'
'bukit bintang',769000,1,1,Condominium,Built-up,538,'Fully Furnished'
bangsar,5300000,7,7,Bungalow,'Land area',6900,'Partly Furnished'
ampang,4900000,7,6,Bungalow,'Land area',13000,'Partly Furnished'
ampang,4900000,7,6,Bungalow,'Land area',13000,'Partly Furnished'
kepong,680000,3,3,'Terrace/Link House','Land area',1540,'Partly Furnished'
dutamas,668000,1,1,'Serviced Residence',Built-up,672,'Fully Furnished'
dutamas,1030000,4,4,Condominium,Built-up,1719,Unfurnished
klcc,2300000,5,4,Condominium,Built-up,2916,'Fully Furnished'
'bukit tunku (kenny hills)',790000,2,2,Condominium,Built-up,893,'Fully Furnished'
'bukit bintang',1400000,3,2,'Serviced Residence',Built-up,1555,'Fully Furnished'
'bukit bintang',1050000,2,2,'Serviced Residence',Built-up,1200,'Fully Furnished'
'kl sentral',5250000,3,3,'Serviced Residence',Built-up,2400,'Partly Furnished'
'bukit bintang',788000,2,1,'Serviced Residence',Built-up,836,'Fully Furnished'
'mont kiara',3000000,5,5,Condominium,Built-up,3729,'Partly Furnished'
'salak selatan',450000,2,2,'Serviced Residence',Built-up,731,'Fully Furnished'
'mont kiara',1200000,4,3,Condominium,Built-up,1703,'Fully Furnished'
'mont kiara',1950000,4,4,Condominium,Built-up,2411,'Fully Furnished'
klcc,830000,1,1,Condominium,Built-up,753,'Fully Furnished'
'mont kiara',660000,4,3,Condominium,Built-up,1598,'Fully Furnished'
'mont kiara',650000,4,3,Condominium,Built-up,1518,'Fully Furnished'
'mont kiara',1700000,4,5,Condominium,Built-up,2347,'Fully Furnished'
'mont kiara',2700000,5,5,Condominium,Built-up,3541,'Fully Furnished'
'mont kiara',2300000,5,4,Condominium,Built-up,2906,'Fully Furnished'
'mont kiara',685000,1,2,'Serviced Residence',Built-up,805,'Fully Furnished'
'mont kiara',1250000,5,3,Condominium,Built-up,2418,'Fully Furnished'
'kl city',1050000,4,3,Condominium,Built-up,1492,'Fully Furnished'
klcc,1400000,2,2,Condominium,Built-up,1270,'Fully Furnished'
'mont kiara',860000,3,3,'Serviced Residence',Built-up,1407,'Fully Furnished'
'sri hartamas',616000,2,1,'Serviced Residence',Built-up,624,'Fully Furnished'
'mont kiara',900000,4,3,Condominium,Built-up,1268,'Fully Furnished'
'bukit jalil',1200000,6,6,'Terrace/Link House','Land area',1870,'Partly Furnished'
klcc,1590000,5,5,Condominium,'Land area',2497,'Fully Furnished'
klcc,1000000,2,2,Condominium,'Land area',953,'Fully Furnished'
'bukit bintang',990000,2,2,'Serviced Residence',Built-up,915,'Fully Furnished'
klcc,1650000,4,5,Condominium,'Land area',2411,'Fully Furnished'
ampang,1400000,4,4,Condominium,'Land area',2100,'Fully Furnished'
'bukit bintang',990000,3,3,'Serviced Residence','Land area',1116,'Fully Furnished'
klcc,1730000,4,5,Condominium,'Land area',2098,'Fully Furnished'
dutamas,980000,4,4,Condominium,'Land area',1719,'Partly Furnished'
'bukit bintang',700000,1,1,'Serviced Residence','Land area',749,'Fully Furnished'
'bukit bintang',1050000,4,3,'Serviced Residence','Land area',1323,'Fully Furnished'
'city centre',700000,4,3,Condominium,'Land area',1520,'Fully Furnished'
klcc,1250000,3,3,Condominium,'Land area',1619,'Fully Furnished'
'bukit bintang',575000,1,1,'Serviced Residence',Built-up,550,'Fully Furnished'
'kl city',1150000,2,2,'Serviced Residence','Land area',1380,'Fully Furnished'
klcc,1400000,3,3,Condominium,'Land area',1746,'Fully Furnished'
'mont kiara',650000,2,2,Condominium,'Land area',936,'Fully Furnished'
klcc,1790000,5,5,Condominium,'Land area',2497,'Fully Furnished'
klcc,1113000,2,3,Condominium,'Land area',1591,'Fully Furnished'
klcc,1450000,4,5,Condominium,'Land area',1717,'Fully Furnished'
klcc,5500000,7,6,Condominium,'Land area',5500,'Fully Furnished'
'bukit bintang',1200000,4,3,'Serviced Residence','Land area',1556,'Fully Furnished'
klcc,1700000,4,4,Condominium,'Land area',2017,'Fully Furnished'
klcc,1600000,4,4,Condominium,'Land area',2174,'Fully Furnished'
klcc,1750000,5,5,Condominium,'Land area',2315,'Partly Furnished'
'city centre',735000,4,3,Condominium,'Land area',1508,'Fully Furnished'
'kl city',1090000,4,3,Condominium,'Land area',1492,'Fully Furnished'
'city centre',650000,4,3,Condominium,'Land area',1508,'Fully Furnished'
klcc,1530000,5,5,Condominium,'Land area',2615,'Fully Furnished'
'bukit bintang',1350000,4,4,'Serviced Residence','Land area',1893,'Fully Furnished'
'bukit bintang',880000,3,3,'Serviced Residence','Land area',1116,'Fully Furnished'
'kl city',1050000,4,3,Condominium,'Land area',1492,'Fully Furnished'
'kl city',750000,3,2,Condominium,'Land area',1200,'Fully Furnished'
'bukit tunku (kenny hills)',2300000,4,5,Condominium,'Land area',2939,'Partly Furnished'
'kl city',1490000,2,2,'Serviced Residence','Land area',915,'Fully Furnished'
'kl city',799000,3,2,Condominium,'Land area',1200,'Fully Furnished'
klcc,1500000,2,2,'Serviced Residence','Land area',1073,'Fully Furnished'
'bukit tunku (kenny hills)',2300000,4,5,Condominium,'Land area',2939,'Partly Furnished'
'ampang hilir',4040000,5,5,Condominium,'Land area',3611,'Partly Furnished'
'ampang hilir',2700000,4,4,Condominium,'Land area',2353,'Partly Furnished'
'mont kiara',880000,3,3,Condominium,'Land area',1228,'Fully Furnished'
'mont kiara',1200000,4,3,Condominium,Built-up,1600,'Partly Furnished'
ampang,850000,3,2,Condominium,Built-up,1263,'Partly Furnished'
bangsar,6500000,6,8,Bungalow,'Land area',9000,'Partly Furnished'
'bangsar south',1100000,3,2,Condominium,Built-up,1485,'Partly Furnished'
cheras,838000,5,3,'Terrace/Link House','Land area',1540,'Partly Furnished'
'taman tun dr ismail',1100000,3,3,'Serviced Residence',Built-up,1313,'Partly Furnished'
'jalan klang lama (old klang road)',358000,3,2,'Serviced Residence',Built-up,950,'Partly Furnished'
'taman tun dr ismail',835000,3,2,'Serviced Residence',Built-up,1022,'Partly Furnished'
'taman desa',518000,2,2,'Serviced Residence',Built-up,717,'Partly Furnished'
'bukit jalil',949000,3,2,'Serviced Residence',Built-up,1170,'Partly Furnished'
'sungai besi',600000,3,2,'Serviced Residence',Built-up,1045,'Partly Furnished'
'jalan klang lama (old klang road)',595000,3,2,Condominium,Built-up,1215,'Partly Furnished'
'taman tun dr ismail',900000,3,2,'Serviced Residence',Built-up,1102,'Partly Furnished'
'bukit jalil',1120000,6,6,'Terrace/Link House','Land area',1650,'Partly Furnished'
cheras,600000,4,2,Condominium,Built-up,1393,'Partly Furnished'
cheras,470000,4,1,'Terrace/Link House','Land area',1600,'Partly Furnished'
'jalan klang lama (old klang road)',520000,3,2,Condominium,Built-up,1407,'Fully Furnished'
ampang,1300000,5,3,'Terrace/Link House','Land area',3000,Unfurnished
setapak,360000,4,3,'Serviced Residence',Built-up,1092,'Partly Furnished'
'jalan klang lama (old klang road)',403000,3,2,Condominium,Built-up,1119,'Partly Furnished'
'jalan klang lama (old klang road)',710000,4,2,Condominium,Built-up,1073,'Partly Furnished'
'damansara heights',2100000,4,4,Condominium,Built-up,2200,'Partly Furnished'
'mont kiara',900000,3,2,Condominium,Built-up,1488,Unknown
'sri hartamas',630000,2,2,Condominium,Built-up,992,'Fully Furnished'
'kl sentral',5149700,5,6,'Serviced Residence',Built-up,2982,'Partly Furnished'
'mont kiara',2500000,6,4,Condominium,Built-up,4000,'Partly Furnished'
'mont kiara',1800000,4,5,Condominium,Built-up,2055,'Fully Furnished'
'wangsa maju',780000,4,3,'Terrace/Link House','Land area',1400,'Partly Furnished'
'mont kiara',1300000,4,3,Condominium,Built-up,1600,'Fully Furnished'
'kuchai lama',510000,3,2,Condominium,Built-up,986,Unknown
'mont kiara',4000000,6,4,Condominium,Built-up,6286,'Fully Furnished'
'sri petaling',400000,3,2,Condominium,Built-up,964,'Fully Furnished'
'sri petaling',580000,3,2,Condominium,Built-up,1080,'Partly Furnished'
'bukit bintang',1290000,2,2,'Serviced Residence',Built-up,1200,'Partly Furnished'
ampang,5500000,5,5,Bungalow,'Land area',8000,Unknown
'damansara heights',2450000,5,5,'Terrace/Link House','Land area',2775,'Partly Furnished'
bangsar,1100000,3,3,Condominium,Built-up,1475,'Fully Furnished'
'jalan klang lama (old klang road)',520000,1,2,'Serviced Residence',Built-up,872,'Fully Furnished'
'mont kiara',900000,3,2,Condominium,Built-up,1200,'Fully Furnished'
'taman melawati',2380000,5,5,'Semi-detached House','Land area',3200,'Partly Furnished'
klcc,2178800,1,2,Condominium,Built-up,1348,'Fully Furnished'
'sungai besi',520000,3,2,Condominium,Built-up,935,Unknown
'sungai besi',520000,3,2,Condominium,Built-up,935,Unknown
pantai,360000,1,1,'Serviced Residence',Built-up,518,'Partly Furnished'
'jalan klang lama (old klang road)',668000,3,2,'Serviced Residence',Built-up,953,'Partly Furnished'
'bukit jalil',540000,3,3,Condominium,Built-up,1003,Unknown
sentul,650000,3,3,Condominium,Built-up,1100,'Fully Furnished'
'bukit jalil',3600000,7,7,Bungalow,'Land area',8746,Unfurnished
klcc,2000000,4,4,Condominium,Built-up,1905,'Fully Furnished'
sentul,930000,4,4,Condominium,Built-up,1488,'Partly Furnished'
cheras,502200,3,2,Condominium,Built-up,1092,Unknown
'jalan sultan ismail',500000,1,1,'Serviced Residence',Built-up,500,'Fully Furnished'
'jalan sultan ismail',450000,1,1,'Serviced Residence',Built-up,500,'Fully Furnished'
'damansara heights',6000000,7,8,Bungalow,'Land area',5700,'Partly Furnished'
'damansara heights',6000000,7,8,Bungalow,'Land area',5700,'Partly Furnished'
'damansara heights',6000000,7,8,Bungalow,'Land area',5700,'Partly Furnished'
'mont kiara',1790000,4,3,Condominium,Built-up,2243,'Partly Furnished'
klcc,2439000,4,3,'Serviced Residence',Built-up,1626,'Fully Furnished'
klcc,1680000,2,2,'Serviced Residence',Built-up,1249,'Fully Furnished'
klcc,2350000,4,4,'Serviced Residence',Built-up,1798,'Partly Furnished'
klcc,1530000,2,2,'Serviced Residence',Built-up,1227,'Fully Furnished'
klcc,4250000,5,6,Condominium,Built-up,3973,'Partly Furnished'
